name,year,km_driven,mileage,engine,max_power,selling_price
Maruti Alto 800 VXI,2016,50000,22.74,796,47.3,240000
Honda City i-VTEC CVT V,2018,1000,18,1497,117.6,1085000
Maruti Swift Dzire AMT VDI,2017,19000,28.4,1248,74.02,750000
Tata Indigo LS,2012,265000,17,1405,70,95000
Maruti Eeco CNG 5 Seater AC,2020,35000,20.88,1196,61.7,409999
Maruti Alto K10 VXI,2014,80000,23.95,998,67.05,215000
Mahindra XUV500 AT W10 AWD,2016,50000,16,2179,140,1290000
Maruti Alto K10 LXI,2010,80000,20.92,998,67.1,150000
Hyundai EON Sportz,2013,50000,21.1,814,55.2,219000
Tata Tiago 1.2 Revotron XE,2018,100000,23.84,1199,84,325000
Maruti Eeco Smiles 5 Seater AC,2013,120000,15.1,1196,73,260000
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,9000,13.6,1999,177,2625000
Lexus ES 300h,2019,20000,22.37,2487,214.56,5150000
Jaguar XF 2.0 Diesel Portfolio,2017,45000,19.33,1999,177,3200000
Tata Safari Storme EX,2015,110000,14.1,2179,147.94,503000
Volvo XC40 D4 Inscription BSIV,2019,20000,18,1969,190,3800000
Toyota Camry 2.5 Hybrid,2016,68089,19.16,2494,157.7,2000000
Maruti Wagon R LXI,2013,58343,21.79,998,67.05,225000
Maruti Baleno Alpha 1.3,2018,38817,27.39,1248,74,740000
Honda Jazz VX,2016,56494,18.2,1199,88.7,550000
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,79328,12.99,2494,100.6,750000
Maruti Swift AMT VVT VXI,2019,5621,22,1197,81.8,650000
Toyota Etios VX,2017,25538,16.78,1496,88.73,625000
Maruti Swift AMT ZXI,2018,69779,22,1197,81.8,600000
Hyundai Grand i10 1.2 CRDi Sportz,2017,56290,24,1186,73.97,450000
BMW X4 M Sport X xDrive20d,2019,7500,16.78,1995,190,5400000
BMW X4 M Sport X xDrive20d,2019,8500,16.78,1995,190,5500000
Honda Amaze V CVT Petrol BSIV,2019,7032,19,1199,88.76,779000
Skoda Rapid 1.6 MPI AT Elegance,2016,11000,14.3,1598,103.5,645000
Volvo V40 D3 R-Design,2018,2000,16.8,1984,150,2475000
Honda Amaze S CVT Diesel BSIV,2019,40000,23.8,1498,78.9,700000
Hyundai Creta 1.4 CRDi Base,2017,45000,21.38,1396,88.7,950000
Maruti Alto LXi BSIII,2010,80000,19.7,796,46.3,160000
Hyundai Xcent 1.1 CRDi S Option,2015,135000,24.4,1120,71.01,409999
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,120000,12.99,2494,100.6,840000
Toyota Etios Liva Diesel,2013,67000,23.59,1364,67.1,450000
Maruti Swift Dzire ZDI Plus,2017,50000,28.4,1248,74.02,900000
Toyota Innova 2.5 V Diesel 7-seater,2008,134000,12.8,2494,102,570000
Nissan Micra Diesel XV,2011,110000,23.08,1461,63.1,254999
Maruti 800 AC BSIII,2009,40000,16.1,796,37,130000
Maruti Swift Dzire VDI,2013,120000,23.4,1248,74,530000
Volkswagen Polo 1.5 TDI Highline,2015,110000,20.14,1498,88.8,520000
Mahindra Verito 1.5 D2 BSIII,2011,170000,21,1461,64.1,229999
Maruti 800 AC BSIII,2004,80000,16.1,796,37,81000
Maruti Swift VDI Optional,2016,47000,25.2,1248,74,600000
Hyundai Xcent 1.2 Kappa S Option,2015,93000,19.1,1197,81.86,409999
Maruti 800 Std,2010,70000,16.1,796,37,120000
Maruti Celerio VXI,2014,50000,23.1,998,67.04,320000
Ford Figo Diesel EXI,2015,70000,20,1399,68.05,292000
Tata Safari DICOR 2.2 LX 4x2,2012,80000,13.93,2179,138.03,390000
Ford Figo 1.2P Titanium Plus MT,2016,44000,18.16,1196,86.8,550000
Maruti Celerio ZXI,2014,25000,23.1,998,67.04,385000
Hyundai Creta 1.6 VTVT S,2016,25000,15.29,1591,121.3,800000
Maruti Swift Dzire VXI 1.2,2019,10000,21.21,1197,81.8,675000
Tata Hexa XT,2018,50000,17.6,2179,153.86,1525000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,30000,23,1498,98.96,950000
Hyundai i20 Active 1.4 SX with AVN,2015,50000,21.19,1396,88.73,610000
Hyundai i20 Asta 1.4 CRDi,2012,120000,22.54,1396,88.73,525000
Honda Amaze S CVT Diesel BSIV,2019,40000,23.8,1498,78.9,700000
Mahindra Bolero 2011-2019 SLE,2015,80000,15.96,2523,62.1,375000
Nissan Terrano XL Plus 85 PS,2015,90000,20.45,1461,83.8,580000
Maruti Swift VXI Windsong Limited edition,2015,50000,20.4,1197,83.11,434999
Datsun RediGO 1.0 S,2020,2136,22.5,999,67,350000
Toyota Innova 2.5 G (Diesel) 7 Seater,2012,250000,12.99,2494,100,730000
Hyundai i20 Magna 1.2,2015,35000,18.6,1197,81.83,600000
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,120000,12.99,2494,100.6,1050000
Maruti Baleno Alpha 1.3,2017,70000,27.39,1248,74,735000
Renault Duster 110PS Diesel RxZ,2018,18000,19.6,1461,108.45,1050000
Chevrolet Enjoy 1.3 TCDi LS 7,2016,110000,18.2,1248,73.74,420000
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2017,60000,23.65,1248,88.5,800000
Toyota Fortuner 4x2 AT,2015,60000,12.55,2982,168.5,2000000
Maruti Swift Dzire VDI,2016,147000,26.59,1248,74,600000
Toyota Fortuner 4x2 AT,2015,130000,12.55,2982,168.5,1900000
Chevrolet Captiva LT,2011,99500,11.5,1991,147.9,500000
Tata Indica Vista Aqua 1.4 TDI,2011,110000,17,1405,71,200000
Nissan Micra Active XL Petrol,2016,35000,19.49,1198,67.04,370000
Hyundai Verna Transform CRDi VGT SX ABS,2010,110000,16.2,1493,110,260000
Mahindra KUV 100 mFALCON D75 K8,2016,100000,25.32,1198,77,280000
Maruti Ertiga VXI,2014,21000,16.02,1373,93.7,610000
Ford Fiesta Titanium 1.5 TDCi,2013,60000,23.5,1498,90,300000
Tata Indigo CS LX DiCOR,2010,40000,16.6,1405,70,140000
Hyundai i10 Magna 1.1L,2008,50000,19.81,1086,68.05,229999
Maruti A-Star Vxi,2010,65000,19,998,66.1,200000
Maruti Wagon R VXI BSIII,2011,80000,18.9,998,67.1,200000
Hyundai Verna 1.6 CRDi S,2015,119000,23.9,1582,126.2,560000
Maruti Ertiga SHVS VDI,2016,80000,24.52,1248,88.5,750000
Maruti Swift VDI BSIV,2017,90000,25.2,1248,74,585000
Hyundai Verna 1.6 VTVT S Option,2016,20000,17.01,1591,121.4,760000
Maruti Swift VDI BSIV,2014,80000,25.2,1248,74,430000
Mahindra KUV 100 D75 K6 Plus,2020,44665,25.32,1198,77,480000
Kia Seltos HTE D,2019,10000,20.8,1493,113.4,643000
Hyundai Xcent 1.2 VTVT S,2018,60000,20.14,1197,81.86,500000
Honda Brio 1.2 S MT,2016,22000,18.5,1198,86.8,425000
Maruti Alto 800 LXI,2014,25000,22.74,796,47.3,250000
Maruti Celerio LDi,2016,70000,27.62,793,47,285000
Maruti Swift Dzire VXi,2008,123000,17.5,1298,85.8,160000
Volkswagen Vento Diesel Trendline,2011,70000,20.54,1598,103.6,250000
Chevrolet Beat LS,2013,70000,18.6,1199,79.4,170000
Toyota Etios Liva GD,2013,45000,23.59,1364,67.06,409999
Hyundai Grand i10 AT Asta,2015,40000,18.9,1197,82,400000
Maruti Swift Dzire VDI,2019,30000,28.4,1248,74.02,700000
Honda Civic 1.8 V AT,2007,90000,12.9,1799,130,350000
Maruti Ertiga BSIV VXI,2016,34000,17.5,1373,91.1,660000
Maruti Alto 800 VXI,2017,25000,24.7,796,47.3,268000
Maruti Alto 800 VXI,2016,50000,22.74,796,47.3,270000
Chevrolet Beat Diesel LT,2013,50000,25.44,936,57.6,300000
Tata Tiago 1.2 Revotron XZ,2017,90000,23.84,1199,84,450000
Chevrolet Beat Diesel LT,2012,70000,25.44,936,57.6,220000
Tata New Safari DICOR 2.2 VX 4x2,2009,146000,13.93,2179,138,250000
Ford Figo Petrol EXI,2012,85000,15.6,1196,70,300000
Tata Indica V2 2001-2011 DLS BSIII,2009,201850,17.88,1396,52.8,88000
Maruti Swift Dzire VDI,2016,30000,26.59,1248,74,561000
Maruti Swift Dzire VDI,2018,15000,28.4,1248,74.02,755000
Datsun RediGO S,2017,25000,22.7,799,53.64,235000
Maruti Alto K10 LXI,2011,90000,20.92,998,67.1,165000
Maruti Swift Dzire LDi,2008,80000,19.3,1248,73.9,190000
Tata Indica V2 DLX BSII,2011,50000,17.2,1396,53.5,110000
Mahindra Bolero 2011-2019 DI 4WD NON AC,2012,80000,13.6,2523,63,320000
Hyundai i20 Asta Option 1.2,2016,38000,18.6,1197,81.83,540000
Hyundai EON Era Plus,2013,60000,21.1,814,55.2,180000
Maruti Eeco 7 Seater Standard BSIV,2016,100000,15.37,1196,73,270000
Maruti Swift Dzire 1.2 Vxi BSIV,2012,30000,17.5,1197,85.8,450000
Maruti Swift Dzire VXI,2014,30000,19.1,1197,85.8,450000
Chevrolet Beat LT,2015,50000,18.6,1199,76.8,200000
Tata Tiago 1.2 Revotron XZ,2017,42000,23.84,1199,84,425000
Chevrolet Sail 1.2 LS ABS,2016,30000,18.2,1199,82.4,400000
Maruti Alto LXi BSIII,2009,60000,19.7,796,46.3,125000
Jeep Compass 2.0 Longitude Option BSIV,2018,14000,17.1,1956,170,1600000
Honda City i VTEC VX,2015,22000,17.4,1497,117.3,900000
Volkswagen Vento Diesel Highline,2012,90000,20.54,1598,103.6,450000
Maruti Alto K10 2010-2014 VXI,2011,46000,20.92,998,67.1,210000
Hyundai i20 1.2 Asta Option,2018,20000,18.6,1197,81.83,801000
Tata Venture EX 7 Str Captain Seats,2014,15000,15.42,1405,70,317000
Maruti Ertiga VXI,2015,40000,16.02,1373,93.7,600000
Hyundai i20 Magna,2014,30000,18.5,1197,82.85,330000
Hyundai EON Magna Plus,2017,15000,21.1,814,55.2,320000
Hyundai Getz GLX,2007,110000,15.3,1341,83,120000
Maruti Alto LXi,2009,70000,19.7,796,46.3,130000
Chevrolet Sail 1.2 LS,2015,80000,18.2,1199,82.4,220000
Tata Zest Revotron 1.2T XM,2015,110000,17.57,1193,88.7,340000
Ford Classic 1.4 Duratorq CLXI,2013,70000,19.68,1399,67,200000
Maruti Alto LXI,2002,50000,19.7,796,46.3,140000
Toyota Innova 2.5 G (Diesel) 8 Seater,2013,190000,12.99,2494,100.6,1000000
Mahindra Bolero SLX,2010,100000,13.6,2523,63,495000
Maruti Alto 800 LXI,2015,60000,22.74,796,47.3,236000
Maruti Wagon R VXI BS IV,2015,40000,20.51,998,67.04,390000
Maruti Swift Dzire VDi,2009,90000,19.3,1248,73.9,275000
Tata Safari Storme EX,2015,110000,14.1,2179,147.94,503000
Maruti Vitara Brezza ZDi Plus Dual Tone,2017,32000,24.3,1248,88.5,775000
Toyota Innova Crysta 2.8 ZX AT BSIV,2016,30000,11.36,2755,171.5,1800000
Hyundai Creta 1.6 CRDi SX,2016,58000,19.67,1582,126.2,850000
Maruti Vitara Brezza VDi,2018,5000,24.3,1248,88.5,750000
Hyundai i20 1.2 Spotz,2018,25000,18.6,1197,81.83,570000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,32000,18.9,1197,81.86,580000
Honda Jazz 1.2 VX i VTEC,2016,30000,18.7,1199,88.7,484999
Honda BR-V i-VTEC S MT,2017,43000,15.4,1497,117.3,700000
Hyundai Verna S,2012,60000,17.7,1497,113.42,415000
Nissan Micra XV CVT,2015,50000,19.34,1198,76,325000
Ford Figo Aspire 1.2 Ti-VCT Trend,2018,14200,18.16,1196,86.8,550000
Hyundai EON Sportz,2017,10000,21.1,814,55.2,300000
Datsun RediGO T Option,2018,25000,22.7,799,53.64,217000
Ford Freestyle Titanium Petrol BSIV,2018,19100,19,1194,94.68,700000
Hyundai Santro Sportz AMT BSIV,2019,25000,20.3,1086,68,466000
Ford EcoSport 1.5 Diesel Trend BSIV,2014,54000,23,1498,98.96,484999
Nissan Sunny XL D,2018,35000,22.71,1461,84.8,670000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,20000,18.9,1197,81.86,500000
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2016,52000,23.65,1248,88.5,675000
Hyundai i20 1.4 CRDi Asta,2011,120000,23,1396,90,220000
Jeep Compass 2.0 Limited,2017,50000,17.1,1956,170,1650000
Maruti Ertiga ZDI,2013,120000,20.77,1248,88.8,630000
Tata Manza Aura Quadrajet,2010,90000,18.8,1248,90,250000
Maruti Wagon R LXI,2004,120000,18.9,998,67.1,120000
Skoda Rapid 1.5 TDI Elegance,2015,101500,21.14,1498,103.52,300000
Hyundai Verna 1.6 CRDi EX AT,2013,75000,22.32,1582,126.3,525000
Mahindra Scorpio 1.99 S10,2016,100000,15.4,1997,120,1100000
Renault Duster 110PS Diesel RxZ,2012,55735,19.01,1461,108.45,480000
Mahindra XUV500 W4,2014,80000,15.1,2179,140,605000
Maruti Alto 800 LXI Optional,2016,50000,24.7,796,47.3,250000
Ford Figo Diesel Celebration Edition,2013,70000,20,1399,68.1,245000
Hyundai i10 Magna 1.2 iTech SE,2012,76000,20.36,1197,78.9,210000
Maruti Swift Dzire VXI 1.2,2020,1500,21.21,1197,81.8,730000
Mahindra Bolero 2011-2019 SLX,2012,76000,15.96,2523,62.1,500000
Maruti Wagon R VXI Optional,2015,40000,20.51,998,67.04,400000
Hyundai EON Magna Plus,2015,60000,21.1,814,55.2,280000
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2009,170000,12.8,2494,102,561000
Mitsubishi Pajero Sport 4X4,2013,181491,13.5,2477,175.56,950000
Chevrolet Beat Diesel LS,2016,53319,25.44,936,56.3,375000
Volkswagen Ameo 1.5 TDI Comfortline,2017,40906,21.66,1498,108.62,700000
Toyota Etios VX,2012,31711,17.6,1496,88.7,375000
Hyundai EON Era Plus,2012,43755,21.1,814,55.2,270000
Renault KWID RXT,2016,66693,25.17,799,53.3,300000
Maruti Zen Estilo VXI BSIV,2010,59549,19,998,67.1,225000
Toyota Innova 2.5 G (Diesel) 8 Seater,2015,94385,12.99,2494,100.6,1350000
Maruti Zen Estilo LXI BSIII,2010,73730,18.2,998,67.1,200000
Hyundai Verna 1.6 SX,2011,221889,22.32,1582,126.32,400000
Honda Amaze VX i-DTEC,2013,116104,25.8,1498,98.6,500000
Maruti Swift VXI BSIV,2015,150546,22,1197,81.8,500000
Toyota Fortuner 2.8 2WD MT,2013,148120,14.24,2755,174.5,1500000
Ford Ecosport 1.5 Ti VCT MT Titanium,2015,20000,15.8,1499,110,555000
Hyundai Grand i10 1.2 Kappa Magna AT,2018,30000,18.9,1197,81.86,580000
Tata Aria Pride,2011,142000,13.7,2179,138.1,337000
Tata Sumo CX 10 Str BSIV,2011,20000,12.2,1948,68,175000
Tata Manza Aura Plus Quadrajet,2009,120000,18.8,1248,90,180000
Hyundai i10 Sportz 1.1L,2011,80000,19.81,1086,68.05,200000
Tata Indigo CS LX (TDI) BS-III,2016,60000,19.09,1405,69.01,260000
Renault KWID 1.0 RXT Optional,2016,25000,23.01,999,67,350000
Mahindra Bolero SLX,2011,50000,13.6,2523,63,409999
Mahindra TUV 300 T8,2017,126000,18.49,1493,100,655000
Maruti Swift Dzire LDI,2015,170000,26.59,1248,74,370000
Maruti Alto 800 LXI,2013,24000,22.74,796,47.3,200000
Maruti Ertiga SHVS ZDI,2017,100000,24.52,1248,88.5,800000
Tata Tiago NRG Petrol,2019,10000,24,1199,83.81,550000
Ford Figo Diesel ZXI,2012,70000,20,1399,68,300000
Maruti Omni E MPI STD BS IV,2017,40000,16.8,796,34.2,220000
Maruti Wagon R LXI BS IV,2011,110000,18.9,998,67.1,196000
Hyundai i10 Era,2008,80000,19.81,1086,68.05,135000
Tata Bolt Revotron XE,2015,16500,17.57,1193,88.7,299000
Maruti Alto K10 VXI,2017,30000,23.95,998,67.05,300000
Maruti Ertiga SHVS VDI,2017,80000,24.52,1248,88.5,720000
Tata Safari Storme EX,2016,50000,14.1,2179,147.94,650000
Maruti Alto K10 VXI,2016,25000,23.95,998,67.05,300000
Hyundai Grand i10 1.2 CRDi Asta,2019,20000,24,1186,73.97,750000
Renault KWID RXT,2016,60000,25.17,799,53.3,260000
Maruti Swift VDI,2011,70000,22.9,1248,74,300000
Mahindra Bolero 2011-2019 SLX,2014,50000,15.96,2523,62.1,600000
Honda Accord V6 AT,2004,100000,9,2997,218,275000
Maruti Alto K10 VXI,2015,52000,23.95,998,67.05,250000
Maruti Swift Dzire VDI,2014,80000,23.4,1248,74,420000
Hyundai EON Era Plus,2015,50000,21.1,814,55.2,235000
Mahindra Scorpio S10 7 Seater,2016,60000,15.4,2179,120,1100000
Maruti Alto K10 VXI,2019,25000,23.95,998,67.05,360000
Hyundai Grand i10 CRDi Asta,2014,50000,24,1120,70,380000
Ford EcoSport 1.5 TDCi Titanium BSIV,2016,125000,22.77,1498,98.59,650000
Maruti Wagon R VXI Optional,2016,80000,20.51,998,67.04,350000
Mahindra Bolero 2011-2019 DI - AC BS III,2017,70000,15.96,2523,63,700000
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),2010,90000,23,1396,90,270000
Tata Bolt Quadrajet XE,2017,50000,22.95,1248,74,450000
Mahindra Thar CRDe,2016,101000,16.55,2498,105,630000
Mahindra Xylo E4 BS IV,2010,168000,14,2498,112,229999
Mahindra Xylo E4 BS IV,2010,168000,14,2498,112,229999
Maruti Wagon R VXI BS IV,2011,40000,18.9,998,67.1,270000
Tata Indica Vista Aura Safire Anniversary Edition,2009,28900,0,1172,65,135000
Maruti Wagon R VXI BS IV,2012,20000,18.9,998,67.1,275000
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,9000,13.6,1999,177,2625000
Lexus ES 300h,2019,20000,22.37,2487,214.56,5150000
Jaguar XF 2.0 Diesel Portfolio,2017,45000,19.33,1999,177,3200000
Tata Safari Storme EX,2015,110000,14.1,2179,147.94,503000
Volvo XC40 D4 Inscription BSIV,2019,20000,18,1969,190,3800000
Toyota Camry 2.5 Hybrid,2016,68089,19.16,2494,157.7,2000000
Maruti Wagon R LXI,2013,58343,21.79,998,67.05,225000
Maruti Baleno Alpha 1.3,2018,38817,27.39,1248,74,740000
Honda Jazz VX,2016,56494,18.2,1199,88.7,550000
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,79328,12.99,2494,100.6,750000
Maruti Swift AMT VVT VXI,2019,5621,22,1197,81.8,650000
Toyota Etios VX,2017,25538,16.78,1496,88.73,625000
Maruti Swift AMT ZXI,2018,69779,22,1197,81.8,600000
Hyundai Grand i10 1.2 CRDi Sportz,2017,56290,24,1186,73.97,450000
BMW X4 M Sport X xDrive20d,2019,7500,16.78,1995,190,5400000
BMW X4 M Sport X xDrive20d,2019,8500,16.78,1995,190,5500000
Honda Amaze V CVT Petrol BSIV,2019,7032,19,1199,88.76,779000
Skoda Rapid 1.6 MPI AT Elegance,2016,11000,14.3,1598,103.5,645000
Volvo V40 D3 R-Design,2018,2000,16.8,1984,150,2475000
Mahindra TUV 300 T8,2015,165000,18.49,1493,100,634000
Maruti A-Star Zxi,2012,98500,19,998,66.1,235000
Hyundai i10 Asta,2008,98000,20.36,1197,78.9,275000
Mahindra Thar CRDe AC,2014,40000,16.55,2498,105,700000
Fiat Grande Punto Sport 90BHP,2013,90000,20.3,1248,92,400000
Maruti Alto LXi,2012,90000,19.7,796,46.3,215000
Hyundai Getz 1.5 CRDi GVS,2009,110000,17.1,1493,110,150000
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,77800,25.1,1248,88.5,950000
Mahindra TUV 300 T8,2015,100000,18.49,1493,100,730000
Tata Indica V2 Turbomax DLS BS IV,2012,120000,19,1405,71,135000
Hyundai Xcent 1.2 Kappa Base,2016,80000,19.1,1197,82,350000
Mahindra KUV 100 G80 K6 Plus,2018,21000,18.15,1198,82,535000
Maruti Swift Dzire Tour S CNG,2018,100000,19,1197,85.8,455000
Maruti Swift Dzire VXI 1.2,2019,25000,21.21,1197,81.8,655000
Ford EcoSport 1.5 Diesel Titanium BSIV,2019,30000,23,1498,98.96,800000
Toyota Yaris V CVT BSIV,2018,25000,17.8,1496,105.5,1100000
Mercedes-Benz E-Class E250 CDI Avantgarde,2016,40000,13,2143,204,3000000
Toyota Fortuner 4x2 4 Speed AT,2012,160000,11.5,2982,169,1225000
Mahindra KUV 100 G80 K2,2018,51492,18.15,1198,82,340000
Volkswagen Vento Diesel Highline,2011,72000,20.54,1598,103.6,300000
Ford Figo 1.2P Titanium Opt MT,2016,60000,18.16,1196,86.8,370000
Mahindra Bolero 2011-2019 SLE,2013,136000,15.96,2523,62.1,330000
Hyundai Santro Xing GLS,2014,60000,17.92,1086,62.1,238000
Hyundai Santro Xing GLS,2013,90000,17.92,1086,62.1,200000
Nissan Sunny Diesel XV,2014,91000,22.71,1461,84.8,320000
Hyundai Santro Xing GL Plus,2009,90000,17.92,1086,62.1,114999
Maruti Wagon R LXI BS IV,2015,50000,20.51,998,67.04,320000
Hyundai i10 Era,2010,20000,19.81,1086,68.05,210000
Mahindra Xylo D2 BS IV,2011,120000,14,2489,95,200000
Maruti Wagon R LXI Minor,2009,150000,18.9,1061,67,135000
Tata Indigo CS LS (TDI) BS-III,2015,52000,19.09,1405,69.01,350000
Mahindra Bolero 2011-2019 DI BSIII,2014,167000,13.6,2523,63,350000
Maruti Swift Dzire VDI,2017,40000,28.4,1248,74.02,680000
Maruti Swift Vdi BSIII,2010,190000,17.8,1248,75,200000
Renault KWID 1.0 RXT Optional,2016,50000,23.01,999,67,300000
Mahindra Xylo E6,2011,70000,14,2498,112,270000
Maruti Wagon R LXI BSIII,2012,80000,18.9,998,67.1,225000
Mahindra Bolero DI DX 8 Seater,2008,120000,13.6,2523,63,250000
Mahindra TUV 300 T8,2015,40000,18.49,1493,100,590000
Hyundai EON Era Plus,2015,17000,21.1,814,55.2,290000
Maruti Zen Estilo LXI BS IV,2010,180000,19,998,67.1,100000
Maruti Celerio VXI,2016,50000,23.1,998,67.04,395000
Hyundai EON Era Plus,2014,65000,21.1,814,55.2,195000
Tata Nano Cx,2011,10000,26,624,35,45000
Mahindra Bolero DI DX 8 Seater,2009,70000,13.6,2523,63,270000
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2014,90000,13.58,2499,72.4,600000
Hyundai i20 Asta 1.4 CRDi,2015,50000,22.54,1396,88.73,715000
Hyundai Elite i20 Magna Plus BSIV,2019,10000,18.6,1197,81.86,600000
Mahindra TUV 300 T6 Plus,2019,25000,18.49,1493,100,875000
Mahindra Scorpio M2DI,2011,100000,13.5,2179,115,420000
Honda CR-V 2.4 4WD AT,2007,70000,10.1,2354,152,325000
Datsun GO Anniversary Edition,2017,30000,20.63,1198,67.06,385000
Mahindra KUV 100 mFALCON G80 K2,2016,40000,18.15,1198,82,300000
Hyundai i20 Sportz 1.4 CRDi,2012,135000,21.9,1396,88.76,335000
Maruti Celerio LXI,2014,35000,23.1,998,67.04,300000
Hyundai Accent GLE,2004,120000,13.2,1495,94,80000
Mahindra Bolero 2011-2019 SLE,2012,120000,15.96,2523,62.1,400000
Tata Indigo CS LS (TDI) BS III,2012,190000,19.09,1396,69,168000
Mahindra Bolero 2011-2019 Plus AC,2016,120000,15.96,2523,62.1,550000
Mahindra Bolero PLUS AC BSIII,2011,175000,13.6,2523,63,320000
Mahindra Bolero 2011-2019 Plus - AC BSIII,2011,175000,15.96,2523,63,320000
Nissan Sunny XE,2011,25000,16.95,1498,97.7,350000
Tata Manza Club Class Quadrajet90 VX,2013,80000,21.02,1248,88.76,280000
Hyundai Xcent 1.1 CRDi SX Option,2017,70000,24.4,1120,71,550000
Hyundai Xcent 1.2 VTVT E Plus,2018,10000,20.14,1197,81.86,500000
Ford Freestyle Titanium Plus Petrol BSIV,2019,6000,19,1194,94.68,700000
Skoda Rapid Ultima 1.6 TDI Elegance,2013,90000,20.5,1598,103.5,380000
Mahindra Bolero 2011-2019 Plus - AC BSIII,2012,110000,15.96,2523,63,340000
Mahindra Bolero 2011-2019 Plus-AC Plus PS BSIII,2007,120000,13.6,2523,63,160000
Toyota Innova 2.5 G (Diesel) 7 Seater,2014,50000,12.99,2494,100.6,750000
Hyundai Grand i10 1.2 Kappa Magna AT,2018,20000,18.9,1197,81.86,531000
Renault KWID 1.0 RXT Optional,2017,35000,23.01,999,67,300000
Volkswagen Polo 1.5 TDI Comfortline,2014,60000,20.14,1498,88.8,350000
Chevrolet Beat LT,2010,68000,18.6,1199,79.4,150000
Maruti Swift VXI Optional,2015,30000,20.4,1197,81.8,450000
Mahindra XUV500 W10 2WD,2017,54000,16,2179,140,1625000
Tata Indica V2 DLX TC,2006,120000,16.8,1405,68,85000
Hyundai Grand i10 1.2 Kappa Magna BSIV,2018,30000,18.9,1197,81.86,450000
Tata Tiago 1.05 Revotorq XM,2017,50000,27.28,1047,69,360000
Maruti Alto K10 VXI,2020,6000,23.95,998,67.05,390000
Maruti Eeco 7 Seater Standard BSIV,2011,50000,15.37,1196,73,145000
Mahindra Scorpio VLX 2WD AIRBAG SE BSIV,2012,90000,12.05,2179,120,540000
Toyota Innova 2.5 E Diesel MS 8-seater,2008,126000,12.8,2494,102,290000
Tata Indigo eCS VX BSIV,2013,90000,25,1396,69,300000
Ford Figo Aspire 1.2 Ti-VCT Titanium,2017,80000,18.16,1196,86.8,565000
Mahindra Scorpio 2.6 CRDe SLE,2011,70000,10.5,2609,120,441000
Hyundai EON Era Plus,2011,80000,21.1,814,55.2,180000
Hyundai EON D Lite,2013,80000,21.1,814,55.2,200000
Maruti Alto LX,2005,150000,19.7,796,46.3,85000
Tata Indica V2 DL BSIII,2006,110000,17.88,1396,52.8,67500
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,110000,24.3,1248,88.5,700000
Volkswagen Polo Diesel Highline 1.2L,2010,80000,22.07,1199,73.9,275000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,20000,18.9,1197,81.86,600000
Mahindra Xylo D2,2011,120000,13,2489,95,250000
Mahindra Bolero 2011-2019 DI - AC BS III,2016,120000,15.96,2523,63,600000
Fiat Linea 1.3 Active,2010,80000,20.4,1248,91.2,200000
Hyundai Grand i10 CRDi Sportz,2015,91500,24,1120,70,425000
Maruti Swift Dzire VDi,2012,120000,19.3,1248,73.9,420000
Hyundai i20 1.4 CRDi Era,2012,100000,23,1396,90,321000
Mahindra Xylo D4 BSIV,2012,120000,14,2498,112,350000
